Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
600,I am retired on a disability.,It made me feel a bit useful.,Retirement can create a sense of purposelessness. Contributing in small ways counters that feeling. This leads to a slight sense of usefulness.,Disability retirement often ends a productive career. This loss can foster feelings of worthlessness. The situation creates no sense of usefulness.
601,Ann loved red sofas.,"Ann then used that money to buy a new, bright red sofa.",Ann had money available. Ann purchased a new sofa. The sofa was bright red.,Ann spent money on other items. Ann did not buy a sofa. Ann chose a different color.
602,Bob went with his family to watch his little brother play baseball.,He decided he would listen to his mom next time.,Bob's mom gave advice before the game. The advice was ignored and caused trouble. Bob resolved to follow future advice.,Bob's mom gave no instructions before the game. The outing proceeded without any issues. Bob saw no reason to change behavior.
603,Beth's student loans just kicked in last week.,She now has enough to pay off her student loans.,Loans require repayment. Beth has accumulated sufficient funds. The debt can be fully settled.,Loan payments have recently begun. Required amounts are often large. Available funds may be insufficient.
604,Phil was a scuba diver instructor.,He felt bad but had to ask him to wait in the boat.,Scuba instructors ensure student safety. A student lacked proper readiness. The instructor requested boat waiting.,Scuba instructors always dive with students. All students met safety standards. The dive proceeded as planned.
605,Benny bought a new camera.,Benny eventually became a police officer because of the photos.,Benny took photos of criminal activity. The photos helped solve a case. This led to a law enforcement career.,Benny took photos of nature and travel. The photos inspired artistic pursuits. This led to a photography career.
606,My friends and I were playing the playstation inside the house.,"Unfortunately, we had to throw the system away.",The PlayStation system malfunctioned during gameplay. The malfunction was severe and irreparable. Discarding the broken system became necessary.,The PlayStation functioned perfectly throughout the session. The gaming session concluded without any issues. The system was packed away safely for later use.
607,George had gone on a date with Ann and took her back to his house.,George was overwhelmed from her crying and said he had to go to sleep.,Ann began crying at George's house. George felt overwhelmed by the emotional display. George stated a need to sleep.,The date concluded pleasantly at the house. No emotional distress occurred that evening. George expressed a desire to continue talking.
608,Emily woke up early to get ready for school last Monday.,She finished her latest book.,Early mornings provide extra quiet time. Emily used this time for reading. Reading sessions allowed completion.,Early mornings are for school preparation. School preparation requires focus on studies. Studies leave no time for reading.
609,Eve was a Girl Scout.,She sold over 1000 boxes.,Girl Scouts often sell cookies. Cookie sales can reach high numbers. Eve achieved over one thousand sales.,Girl Scouts have various activities. Sales participation is not guaranteed. Many scouts sell far fewer boxes.
610,Brianna loved to collect seashells at the shallow waters.,It followed her around all morning.,Brianna collected a special seashell. The seashell contained a hermit crab. The hermit crab followed Brianna.,Brianna searched for seashells alone. The shallow waters were empty. Nothing followed Brianna.
611,Colleen wanted to get in shape.,It helped her stay motivated when she was feeling defeated.,Colleen started a fitness routine. The routine provided clear progress. This progress maintained motivation during low points.,Colleen started a fitness routine. The routine caused injury and frustration. This frustration increased defeat and demotivation.
612,Law was trying to grow a vegetable garden.,He made a big pot of pea soup from his homegrown peas!,Law successfully grew peas. The peas were harvested. A big pot of soup was made.,The garden attempt may have failed. No peas were produced. Soup required store-bought ingredients.
613,Tina was afraid of cats.,Tina refused but happily got her a puppy instead.,Tina avoided getting a cat. Tina chose a different pet. Tina happily acquired a puppy.,Tina's fear made her avoid pets. Tina disliked all animals. Tina did not get any puppy.
614,Alex was bored in his room while he was grounded.,His mother was so furious she locked the Nintendo in her car trunk.,Alex's boredom suggests rule-breaking. The mother discovered the forbidden activity. The furious response involved securing the Nintendo.,Grounding typically restricts room access. Boredom does not imply rule-breaking. The Nintendo might remain accessible inside.
615,Larry wanted to buy a car but his credit rating was bad.,After 2 Years his credit had improved enough to buy a car.,Larry worked to improve his credit. The efforts continued for two years. Credit improvement allowed a car purchase.,Larry did not address his poor credit. The bad rating persisted for years. Insufficient credit prevented a car purchase.
