Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
658,Amber loved potato chips.,She still couldn't loss the weight though.,Potato chips are high in calories. High calorie foods hinder weight loss.,Potato chips are a healthy snack. Healthy snacks support weight loss.
659,Maya went to work in the morning at the coffee shop.,She had a relaxing bath and read a book before bed.,Maya finished work and returned home. Evening activities included a bath and reading.,Maya worked a long and tiring shift. Fell asleep immediately upon returning home.
660,Ike vowed to quit smoking cigarettes.,Ike sadly went back to smoking cigarettes.,Ike struggled with nicotine addiction. The struggle led to a relapse.,Ike maintained strong personal resolve. The vow was successfully kept.
661,Chris had a beautiful dog.,Animal welfare came and told Patty to a better home.,Chris's dog was neglected. Animal welfare intervened for Patty.,Chris's dog was well cared for. Animal welfare had no concerns.
662,A squirrel lived in a tree outside Anna's bedroom.,Soon the squirrel was big and fat on bird seed.,Anna placed a bird feeder nearby. The squirrel ate the bird seed.,Anna kept all bird seed securely indoors. The squirrel remained small and lean.
663,I hated my wife.,I realized that I wanted a divorce.,Hatred indicated a broken marriage. Divorce became the necessary solution.,Hatred could be addressed through counseling. The marriage might still be saved.
664,Gina was hungry.,So Gina suffered from stomachaches.,Hunger can cause overeating. Overeating leads to stomach pain.,Hunger indicates an empty stomach. An empty stomach feels fine.
665,Linda was a terrible cook.,"After a few months, all her friends agreed that she was a great cook!",Linda practiced cooking diligently. Friends noticed significant improvement.,Linda avoided cooking entirely. Friends never tasted improved meals.
666,Our dinner was simple tonight.,I thanked her for making dinner.,Someone prepared the simple dinner. The preparer received gratitude.,The simple dinner required no preparation. No gratitude was necessary.
667,June was in a bad accident.,After several months she has much less of a limp.,The accident caused a leg injury. Physical therapy reduced the limp.,The accident caused permanent nerve damage. The limp worsened over time.
668,Bill was poor.,Bill started making much better money.,Bill found a new job. Bill started making much better money.,Bill remained in the same situation. Bill did not improve his finances.
669,Ross bought a refurbished coffee maker online.,Ross got a full refund and didn't have to ship out the broken unit.,The refurbished coffee maker arrived broken. The seller provided a generous return policy.,The refurbished coffee maker functioned perfectly. The seller required returns for refunds.
670,On tally went to the beach.,She finally sold it to a couple for five dollars.,On tally found a seashell. The seashell was sold.,On tally found a seashell. The seashell was kept.
671,Jesse was a hair stylist.,One client gave her a $1000 tip and made her happy.,Hair stylists receive tips from clients. A large tip can cause happiness.,Hair stylists sometimes receive no tips. Clients may not give large amounts.
672,Ed is a big fan of trance music.,She was more into rock and roll.,Ed's music taste changed over time. Rock and roll became a bigger interest.,Trance music remains Ed's primary genre. Rock and roll is a lesser preference.
673,A group of guys threw a girl in a ditch.,She went and hunted them one by one.,The girl escaped the ditch. The girl pursued each attacker separately.,The girl remained injured in the ditch. The group left the area unharmed.
674,"I had a great time on my birthday, with emails and cards from friends.",I opened the front door and everyone laughed with surprise.,Friends organized a surprise party. The birthday person opened the door to them.,Birthday greetings arrived only electronically. No visitors came to the house.
675,Rachel had only been with her boyfriend a few weeks.,They regretted moving in.,Short relationships lack deep understanding. Moving in quickly leads to regret.,New couples enjoy shared living space. Early cohabitation strengthens the relationship.
676,"Cara was having dinner guests, and she was nervous.","After dinner, they revealed that she had thoroughly impressed them!",Cara prepared an excellent meal. Guests expressed their admiration.,Dinner service encountered many problems. Guests left disappointed.
677,Our family went to church last Sunday.,It wasn't that bad and we went out to eat after.,The church service was pleasant. The family then enjoyed a meal.,The church service was quite unpleasant. The family then went straight home.
678,Dean always liked children.,They both decided to have a child and raise a family together.,Dean's fondness for children is strong. This leads to a mutual family decision.,Liking children does not require action. A personal choice can remain independent.
679,Todd played hockey.,Todd's knees shook as he skated because he was nervous.,Hockey involves skating. Skating with shaking knees indicates nervousness.,Hockey involves physical exertion. Skating exertion can cause knees to shake.
680,Gina was playing tennis with Tim.,He told Gina to go away since he thought that she was annoyed by him.,Tim perceived Gina's annoyance. Tim instructed Gina to leave.,Gina enjoyed playing tennis. Tim asked Gina to continue playing.
