Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
698,Glen was walking down the city streets.,He bought the coke and continued walking.,Walking Glen purchased a coke then resumed.,Walking Glen ignored shops and went home.
699,Joe was arrested for fraud.,He was sentenced to four years.,Fraud arrests often lead to multi-year prison sentences.,Arrests do not guarantee any specific sentencing outcome.
700,My high definition television died.,We decided to purchase a 52 inch high definition Vizio TV.,A replacement high definition television was needed.,A different brand or size was ultimately chosen.
701,It was Sophie's job to take the trash to the curb every week.,"The trash was forgotten again, and her mom grounded her.","Sophie failed the weekly task, resulting in grounding.","The weekly task was completed, avoiding any punishment."
702,Hank always heard an ice cream truck pass by his house at 9 PM.,Hank asked for a popsicle as quickly as possible then ran inside.,Hearing the truck prompted Hank to request a treat.,Hank missed the truck and went to bed instead.
703,I met a guy at work today.,Jeffrey has become one of my best friends!,Meeting Jeffrey at work began a close friendship.,Meeting a work acquaintance does not create best friendship.
704,Carl joined the military right after high school.,Carl hung out with his best friend when they came home.,Military service allows visits home for socializing.,Military service often prevents regular social contact.
705,Henry woke up somewhere cramped and dark.,"After some hours, Henry suffocated, proving them right.",Cramped dark spaces can deplete oxygen.,Henry escaped the cramped dark space safely.
706,Amy couldn't wait to bring her doll to show and tell.,"When she got home, Amy stuck the doll in the closet.",Amy's doll was damaged during show and tell.,Amy cherished the doll after a successful presentation.
707,Miley was terrified of water.,Miley drowned when it sank in the middle of the river.,Terrified people may panic and drown in water accidents.,Fear of water leads to avoiding dangerous river situations.
708,Sue wanted to bake cookies for her family's holiday party.,Then she watched everyone return for seconds and thirds!,Sue baked delicious cookies for the party.,Sue burned the cookies and felt disappointed.
709,Jenny was using the restroom at school.,Jenny was relieved that she did.,Using the restroom alleviated a pressing physical need.,Using the restroom caused embarrassment and regret.
710,"As soon as I got home, I wanted to play my new video game.","Then, I noticed my dog is chewing my video game outside.",The new video game was left outside with the dog.,The new video game remained safely inside its case.
711,Amanda had a test coming up that she had to study for.,"The next day, Amanda was the only person to get an A on the test.",Studying effectively led to Amanda's unique high score.,The test was canceled so no one received grades.
712,I woke up to the start of the new year.,Another driver wasn't looking in front and ran into my car.,New Year's Day often involves celebratory driving.,New Year's morning is typically quiet and uneventful.
713,I was walking to the mall.,I almost cracked my phone.,"Walking caused a stumble, nearly damaging the phone.",Walking carefully ensured the phone remained completely safe.
714,Andrew thinks women have a problem getting to the point.,"She said, when she says she hates him, she means she loves him.",Andrew's belief explains her indirect contradictory statement.,Andrew's belief suggests her words should be taken literally.
715,The laundromat owners took apart every washing machine and drier.,The customers thought that the new sign was very funny.,Laundromat repairs prompted a humorous new sign.,Machine repairs caused customer frustration and complaints.
716,"Neil took a train into Buffalo, New York.",Neil wished he could stay in Buffalo forever!,Neil enjoyed Buffalo immensely during his visit.,Neil found Buffalo unpleasant and wanted to leave.
717,Pam was walking down the street.,"Pam was very excited and after she drank it, she cooled off.",Walking caused excitement requiring a cooling drink.,Walking was calm without any drink involved.
718,Ava brought home a catfish.,Ava flushed all the aquarium water down the toilet.,Catfish require aquarium water changes.,Catfish live in aquarium water.
719,Liv worked as a construction worker.,"Now she lives on disability, and her boss had to close his company.",Construction work caused a disabling injury leading to business closure.,Construction work continued successfully without any business impact.
720,May's was grounded for burning her leg with a curling iron.,May had never even considered it.,Grounding followed an accidental burn.,Grounding implies intentional misuse occurred.
721,The little girl was cleaning her room.,Then she unwrapped it and ate it.,Cleaning uncovered a candy bar.,Cleaning focused on organizing toys.
722,Bill bought an old TV from the internet.,Bill wept because time travel amazed him so.,The old TV allowed Bill to view past broadcasts.,The old TV malfunctioned and displayed static.
723,We were at this big park when I was a kid.,We went over and took a look and I loved it.,Visiting the park's attraction brought great enjoyment.,The park visit was boring and uneventful.
724,Last May I was out hunting near the barn.,Luckily I shot it and scared it away.,Hunting near the barn encountered a threatening animal.,Hunting near the barn found no target to shoot.
725,Bryan was bored during the summer and watched videos on youtube.,"By the end of the summer, he was a competent woodcarver.",Watching videos taught Bryan woodcarving skills.,Watching videos provided only passive entertainment.
726,Bill was poor.,Bill made less money as a computer scientist than he did before.,Poverty implies low earnings now.,Poverty could follow higher-paying previous work.
727,Jim's son is afraid to fly.,He is so tired that he sleeps all the way through the flight.,Fear can be overcome by exhaustion enabling sleep.,Fear prevents relaxation making sleep impossible.
728,Brady and his wife moved to New Jersey.,Brady and his wife lived out their lives in New York.,Moving to New Jersey does not preclude later living in New York.,Moving to New Jersey suggests staying there permanently.
